Market Prices (INR),Market Demand (tons),Market Supply (tons),Storage Cost (per ton),Transport Cost (per km),Storage Duration (months),Market Trends,Sowing Date (Month),Harvest Date (Month),Weather Condition (Month),Historical Yield Data (tons),District,Year,Intentional Storage (Yes/No),Crop Quality Rating,Government Policies,Consumer Preference,Crop Rotation,Crop Name,Price Spike,Weather Change (Yes/No),Yield Predicted by Farmer,Actual Harvested Yield,Actual Distributed Yield,Crop Type,Detailed Analysis
2357.948409,871,829,12.63281106,3.537350666,2,2,11,11,2,1426.007432,20,2006,1,7,1,0,1,0,1,0,1717.781412,1455.063758,813.4389279,0,0
1967.334292,1263,1008,12.23664032,3.553121248,8,0,6,12,2,842.6944666,20,2006,1,6,2,0,1,3,0,0,745.2814802,1607.513003,881.4223109,0,0
1933.11134,1643,1948,9.813883303,3.341188478,6,1,7,6,1,1858.719412,20,2006,1,6,2,1,0,3,1,1,625.9647292,546.6814518,610.5283709,0,0
1160.380905,1177,1336,6.290042256,4.731730316,6,1,1,6,1,1767.48754,20,2006,1,5,2,1,1,3,0,1,1070.891973,1085.342545,625.2674953,0,0
1401.046646,860,1004,12.0448524,2.38544707,11,0,4,4,0,1636.921082,20,2006,0,6,0,2,1,4,1,1,1748.63437,708.0867458,1316.84963,0,1
2489.894034,1174,1456,12.41460148,3.482854361,6,0,8,9,2,336.6487823,20,2006,1,4,0,1,0,2,1,0,1514.884138,711.6671164,803.4700288,0,0
2592.427717,778,1420,5.394676595,2.375153302,11,2,9,8,1,1198.089445,20,2006,1,6,2,1,2,2,1,1,548.3312357,1626.10165,942.3450835,0,0
1126.449364,1706,1484,14.56646663,3.691751475,3,2,2,11,1,974.8167741,20,2006,1,4,0,2,1,1,0,1,960.2682858,463.9861312,1169.401134,0,0
2660.791339,1034,1783,13.50438701,4.754000494,5,0,2,3,0,494.4547664,20,2006,1,5,0,2,1,1,0,0,1202.046882,1294.655275,1101.314493,0,0
1323.029434,1621,980,5.957971861,1.667099287,3,0,10,2,2,760.6915789,20,2006,1,1,0,0,1,3,1,0,722.7052216,1504.239186,1709.500119,0,0
1284.220893,1375,935,9.07472059,4.496236407,6,1,1,9,1,1960.256387,20,2006,1,2,1,1,1,2,0,0,1120.126048,915.1069734,1699.011539,0,0
2538.101968,668,1882,5.838060687,1.759769438,9,2,12,7,2,454.0949319,20,2006,1,9,2,2,2,3,1,1,811.1580116,1110.191902,530.3648147,0,0
1411.032317,615,927,14.89745052,2.026512401,10,0,11,4,1,565.0953479,20,2006,1,6,2,1,2,4,0,1,668.6112765,829.8513458,1078.526291,0,0
1050.359574,1357,1416,9.283798274,2.377462994,6,1,10,3,0,926.4337017,20,2006,0,6,2,1,2,4,1,0,1171.741305,1525.371896,497.7019305,0,1
1958.60103,1881,1668,13.99823467,3.499540664,9,1,8,3,0,796.3583063,20,2006,1,5,2,1,0,2,1,1,1679.329331,1613.587868,596.3388695,0,0
1598.321035,1812,964,8.500233155,4.900994763,12,2,3,10,1,1754.151178,20,2006,1,7,1,2,2,1,0,1,1571.407166,1436.334621,1308.426495,0,0
2399.54119,534,1593,11.8550265,3.961935182,4,2,4,9,2,1353.283257,20,2006,1,4,0,0,0,2,1,1,1522.121819,414.964371,412.2012108,0,0
1107.32803,1096,1338,9.40176884,2.087423981,2,0,2,8,0,687.0863698,20,2006,1,3,0,0,1,4,1,1,1985.916624,1021.498463,1681.045834,0,0
1391.669316,1092,1457,13.54679491,4.731815153,8,0,9,7,1,1478.429875,20,2006,1,8,0,1,2,4,1,0,1769.945096,918.2927117,1228.726685,0,0
2347.766638,1744,1420,14.85790096,4.029554306,7,2,9,9,0,1557.142181,20,2006,1,9,2,0,1,3,0,1,993.7202261,777.0818382,1219.057592,0,0
2541.460885,1758,1346,12.41136835,4.679833567,11,0,11,8,1,1679.75338,20,2006,1,8,0,2,0,0,0,0,1815.844508,1657.72417,1506.819002,0,0
2011.647719,580,634,8.425412307,3.215003802,5,2,11,7,2,1550.527103,20,2006,1,6,0,2,0,0,1,1,1348.437586,1413.985102,1365.423143,0,0
2373.730982,613,798,10.14162709,2.252339643,12,1,7,10,1,1422.328995,20,2006,1,7,1,1,1,1,1,0,1945.286945,1584.939256,680.2587819,0,0
1273.838732,1644,509,8.513218126,4.58256471,5,0,1,8,1,1739.162416,20,2006,1,1,0,0,0,3,0,0,1395.780168,589.0423657,1097.569034,0,0
2100.763164,1486,1193,6.000116248,1.527930677,6,2,2,10,1,1807.986999,20,2006,1,9,0,0,0,0,0,0,845.3314312,672.4742964,527.5573568,0,0
1644.991162,1797,519,12.95408952,3.144759191,10,0,2,4,2,1411.370773,20,2006,1,7,0,2,2,2,0,0,711.8667679,1639.788458,630.1575643,0,0
1575.018944,1657,1681,12.37483847,3.943556127,9,1,5,4,0,1959.344766,20,2006,1,8,1,0,2,0,1,1,1131.498287,689.3300728,509.8202549,0,0
1150.489129,1976,1479,8.42610744,2.283219541,1,1,2,9,1,1209.144566,20,2006,1,6,0,2,0,2,0,0,1512.524867,1070.407633,1690.870705,0,0
2686.18049,1143,1418,9.879814181,1.275185106,4,2,8,5,0,1481.578118,20,2006,0,2,1,1,0,3,1,1,645.1290693,878.487252,1795.242453,0,1
2094.359394,1928,1676,11.11185331,2.477011196,8,0,12,9,0,1522.810509,20,2006,0,8,0,2,1,1,0,0,1035.489332,1198.008056,809.7838759,0,1
2476.12925,1686,736,12.6480381,3.519609121,7,2,7,2,2,244.8346184,20,2006,1,8,0,1,2,2,1,0,1778.900506,1481.781591,1219.685129,0,0
1273.746838,1686,1711,9.668263036,1.845881077,6,2,6,10,2,1864.893589,20,2006,1,8,2,2,2,1,0,0,1107.230109,1798.24898,480.1579132,0,0
2887.544643,834,1210,12.7596001,4.923731967,4,0,11,12,0,1247.677612,20,2006,0,5,2,1,2,4,0,0,1681.481508,1039.911447,1364.412049,0,1
2345.13682,1011,1468,6.585835321,2.810680603,3,1,7,3,2,1052.278178,20,2006,1,3,1,1,1,2,1,0,740.7272786,835.7790256,1282.43307,0,0
2991.142321,736,548,10.74131108,3.155986748,1,1,7,9,1,1482.674887,20,2006,1,10,2,0,1,0,1,1,866.9513775,878.3071002,1613.137197,0,0
1570.772747,1738,1255,12.98451665,3.586112928,2,1,7,8,0,849.7357617,20,2006,0,3,2,1,0,4,0,1,1768.683365,674.365118,870.3604568,0,1
2036.962155,1287,1206,8.161278841,4.884330737,4,2,4,5,0,961.1067361,20,2006,1,4,0,0,2,1,1,0,1117.886707,969.9589016,1300.734162,0,0
1039.232366,1608,1882,6.962580771,2.536389963,8,1,3,8,0,537.4987575,20,2006,1,8,1,1,2,2,0,1,784.4791639,1322.53291,570.0484686,0,0
2219.821143,1288,1319,13.84297072,4.352028013,12,0,9,11,0,977.8791342,20,2006,0,3,0,1,2,3,0,1,855.5568992,888.9497667,1682.498577,0,1
1468.640947,932,1114,8.307069806,1.465428595,7,0,11,4,0,481.0587741,20,2006,0,2,0,0,1,1,1,1,700.0436858,1637.224387,1758.721575,0,1
1332.89059,820,1080,5.570555157,4.787534468,12,1,9,11,1,1535.326443,20,2006,1,7,2,0,2,4,0,0,1204.714789,1082.876871,859.7106387,0,0
2000.72232,855,856,10.22624154,1.201488179,8,2,6,4,0,408.6900971,20,2006,1,6,1,2,2,3,1,1,1069.00939,998.6620093,880.8005209,0,0
2995.574328,1005,1276,10.40738575,1.152770024,11,1,8,10,0,160.6952728,20,2006,1,10,0,0,2,3,1,0,1854.508389,1739.656928,767.7084104,0,0
1561.15706,1713,1695,5.022110683,4.667948031,8,0,11,5,0,1080.076913,20,2006,1,5,1,1,1,2,1,0,1546.762981,451.6084807,1374.314058,0,0
1757.464146,1883,1946,9.24439769,4.072356447,5,1,3,9,2,557.5631958,20,2006,1,5,0,1,1,0,1,0,1455.489772,1728.303561,728.6273406,0,0
1504.856133,1279,1828,10.74796992,2.126643393,3,1,9,3,2,335.0267498,20,2006,1,1,1,1,1,3,1,0,567.0975005,711.1587106,1309.586048,0,0
1098.041837,1291,1111,13.30349459,1.312136473,10,2,8,7,1,1182.149951,20,2006,1,9,2,0,0,4,1,0,1099.426116,1686.508157,1482.853738,0,0
1542.698347,1373,1527,6.80046909,3.01500134,10,0,11,8,0,343.0990955,20,2006,0,9,2,1,1,2,1,0,637.3369819,672.498295,590.811453,0,1
1354.076722,810,543,6.847859829,2.236598264,7,0,2,2,1,453.9041954,20,2006,1,7,2,1,0,3,0,1,1820.896445,1351.810428,1504.937837,0,0
1616.662789,1677,1655,5.815898776,4.393955111,5,0,8,1,2,1724.036676,20,2006,1,7,2,2,0,0,0,0,1684.386225,559.5146394,864.5356204,0,0
2196.957553,624,1557,13.5079934,4.127104143,2,0,11,3,0,277.7222254,20,2006,1,7,2,1,0,3,0,0,1578.469033,1102.169328,705.3743602,0,0
1150.041697,714,647,12.58143883,1.865334563,4,0,3,1,2,880.1252647,20,2006,1,7,0,2,1,4,1,1,1242.484016,663.9593558,1008.902671,0,0
2346.478777,1871,959,8.283744393,2.891593642,11,2,12,10,2,400.623107,20,2006,1,2,2,1,0,1,1,0,850.561196,755.2669041,622.2521893,0,0
2146.018506,1430,895,9.553643752,3.787632948,1,2,1,9,2,1652.447147,20,2006,1,7,1,0,1,4,1,0,1266.126124,1732.80431,495.5152454,0,0
1502.541517,1586,645,14.95672523,4.832940688,4,2,9,2,2,746.5100796,20,2006,1,7,2,1,0,0,1,1,1390.088501,1014.972748,1597.359334,0,0
1165.765784,1557,508,11.38119861,2.169382927,8,1,4,5,0,1245.005444,20,2006,1,1,1,0,1,3,1,1,1542.419389,1785.857216,1573.241023,0,0
2327.565618,779,1269,11.38952793,4.154345444,8,0,11,5,0,1188.92421,20,2006,1,10,1,2,2,2,1,0,902.6555457,1324.829487,821.021899,0,0
2346.60485,611,567,10.08089057,1.354240609,11,0,11,9,0,1366.484781,20,2006,0,4,0,0,1,0,1,1,811.2908447,1100.474683,998.1693023,0,1
2442.082413,678,1118,7.098655911,2.638442277,3,1,1,11,2,1730.053884,20,2006,1,10,1,2,0,3,1,0,1195.019591,1112.919509,1656.205732,0,0
1998.045294,1640,1014,6.367421605,1.325252147,2,0,3,6,2,888.2803319,20,2006,1,9,1,2,1,4,1,1,1758.696054,449.7848093,911.0498413,0,0
1690.306283,705,1976,9.157962638,4.212979701,11,2,11,12,1,1101.04651,20,2006,1,2,1,1,0,3,1,0,632.1355154,568.5057318,730.225287,0,0
1926.173667,1715,1593,8.238379514,4.725823942,6,2,8,9,1,1433.220487,20,2006,1,5,1,0,0,4,0,1,1437.544768,1055.715408,567.2201487,0,0
2132.960732,1460,613,8.851148231,1.890367435,2,1,7,10,1,1908.953072,20,2006,1,8,0,2,1,1,1,1,1548.336372,664.2347865,1362.710993,0,0
2271.480946,1492,637,9.65589065,2.56234439,11,2,3,6,1,1320.739677,20,2006,1,2,2,0,1,2,0,1,677.4755272,1123.954433,496.3579632,0,0
1207.979419,1785,852,11.11156802,2.987587024,5,0,4,5,1,744.8370617,20,2006,1,5,2,1,0,1,0,1,1575.614338,1170.742674,1705.864185,0,0
1398.433054,838,896,11.05977976,4.521911219,1,1,11,9,0,261.9615672,20,2006,0,3,2,2,0,2,1,0,798.7627387,966.7112595,1387.497267,0,1
2001.25221,1074,1812,11.05964945,2.507806806,6,1,8,9,2,1507.286004,20,2006,1,4,0,0,2,0,1,0,1732.478555,1640.476182,1644.026247,0,0
2314.627019,1745,1972,5.170430764,2.617728116,3,2,12,9,0,603.8481927,20,2006,1,7,2,0,0,4,1,0,634.0654272,804.6801591,971.3360208,0,0
1924.711823,1258,1718,10.24039258,2.076991808,8,1,9,2,1,1090.451626,20,2006,1,4,2,0,2,4,1,1,1940.825201,1382.457588,1304.191227,0,0
1286.089014,1935,1907,8.849494265,3.901432185,5,2,7,1,1,633.8218728,20,2006,1,8,2,0,2,3,1,1,1917.277352,1184.127015,1299.245503,0,0
1499.140876,627,990,5.809259254,2.965515909,7,0,9,9,2,567.5177082,20,2006,1,9,2,2,0,3,1,1,668.7662299,671.7905007,464.2865751,0,0
2481.836612,1439,501,6.839836308,2.564674158,5,1,12,3,0,1080.10999,20,2006,0,2,1,0,0,3,1,1,1430.077827,1559.944068,1427.226523,0,1
1291.023594,1281,1723,11.8827037,2.637146236,10,0,7,8,2,1886.757992,20,2006,1,8,1,1,1,4,1,0,1697.648919,486.358268,1212.883686,0,0
2603.084765,1965,1661,6.111488695,2.740984779,2,0,9,6,2,855.722911,20,2006,1,1,2,0,2,2,0,0,1095.605616,1425.558056,403.1843353,0,0
2722.848117,927,931,7.471040408,3.699976031,5,0,4,9,1,1288.302095,20,2006,1,9,1,1,0,3,1,1,523.6019479,743.0193546,1498.04787,0,0
2457.815805,1668,691,11.11305029,3.918127433,2,1,8,5,2,427.9627977,20,2006,1,1,1,0,1,2,0,0,805.0307267,1337.09267,1044.199023,0,0
2051.236305,1542,1295,5.909886903,4.047799717,2,0,11,9,2,177.5660875,20,2006,1,10,1,2,2,0,0,1,1625.895329,1284.929188,1483.747586,0,0
1132.308145,651,754,13.76683177,1.816408593,12,0,3,2,1,1744.556205,20,2006,1,8,0,1,1,4,0,0,1725.428257,1482.226739,1794.09101,0,0
2159.088359,634,1989,12.95481479,4.883320965,5,1,6,6,0,1227.718212,20,2006,0,1,2,1,1,2,1,0,1841.985999,1203.394144,1565.015788,0,1
2122.213363,1817,1761,10.25998224,2.179483365,10,1,6,8,1,1641.206908,20,2006,1,6,2,2,2,0,0,0,1177.021619,1696.454222,1012.480046,0,0
2729.829877,1725,1385,8.076440439,2.484819827,10,1,11,8,0,1230.808257,20,2006,1,6,1,2,1,0,1,1,1492.186772,910.5850082,1436.935453,0,0
1971.388142,746,842,12.67855749,4.896563259,10,1,2,3,1,1503.093108,20,2006,1,7,1,1,0,1,1,0,957.1887882,925.8041181,1222.180082,0,0
1781.121643,1460,1197,11.62422916,2.790566171,10,0,1,7,1,1511.156876,20,2006,1,10,2,1,0,3,1,1,1795.879784,831.6567506,1311.269658,0,0
1596.126473,1284,1133,8.30874192,2.963581829,5,1,9,9,0,1812.67854,20,2006,1,9,1,1,0,0,1,1,1715.943591,1595.516804,605.893363,0,0
2977.664297,1666,925,6.282966084,1.739274311,5,0,7,11,2,302.0018149,20,2006,1,1,1,0,2,1,0,1,1124.597858,1482.571766,1730.546292,0,0
2314.861793,1623,720,6.296937866,2.3914017,11,0,9,4,1,452.486464,20,2006,1,7,1,1,1,3,0,0,833.6885646,532.1813703,1147.642205,0,0
2929.944785,879,1059,10.16784653,2.227434417,7,1,11,3,0,1378.241619,20,2006,1,5,2,0,1,1,0,1,910.9088019,1363.593283,1339.885633,0,0
2947.44121,1140,1862,10.70576286,2.985587505,5,2,1,7,2,744.0068932,20,2006,1,3,1,0,0,1,0,1,1785.727198,612.8956151,1326.551799,0,0
1211.209368,663,727,10.73801784,2.528181152,10,1,7,12,1,1179.853069,20,2006,1,7,2,1,0,2,1,0,849.3464205,1729.046526,1723.71109,0,0
1251.151475,1505,1665,5.195118179,2.779850982,11,2,6,3,1,233.3018395,20,2006,1,2,1,2,1,0,0,0,1123.108498,863.2967202,558.3654632,0,0
2784.1029,750,1219,13.56890349,1.517890182,3,1,12,3,0,1528.525427,20,2006,1,10,2,0,1,4,1,0,1877.640189,641.3458279,1483.56735,0,0
1988.456495,1298,1351,11.10794341,1.244125139,10,2,3,8,0,987.504538,20,2006,1,5,2,2,1,1,1,1,609.7075959,1110.788163,971.7300784,0,0
2001.910146,994,1641,7.544311026,4.546049322,7,0,1,4,2,1331.121534,20,2006,1,8,0,0,0,0,1,0,566.8473185,995.5739851,492.9687304,0,0
2891.937484,534,670,5.251090834,4.311302523,5,0,2,8,2,490.5643307,20,2006,1,1,2,0,1,3,1,0,1399.959334,871.0449158,1270.942067,0,0
2846.971911,971,1148,6.233089293,2.543766507,8,2,9,11,0,1127.107486,20,2006,1,2,1,1,0,0,1,0,681.2445136,784.8530555,1225.190074,0,0
1340.526947,1164,951,7.55226783,4.139032037,12,1,1,9,0,103.2269142,21,2006,1,6,1,0,1,3,0,1,1717.718823,574.0074527,1094.636903,0,0
2503.836593,1173,583,12.36041043,1.743627201,7,2,3,4,1,1848.682552,21,2006,1,2,0,1,1,0,0,1,1159.14935,466.9114129,1086.391517,0,0
2449.984728,1682,1338,10.78363376,2.539089142,3,0,3,9,2,542.1729847,21,2006,1,4,1,0,2,4,0,1,1665.348448,760.5204746,595.8645443,0,0
2576.411998,1212,1103,6.25881576,2.927971697,2,1,12,11,1,1085.765404,21,2006,1,2,1,0,1,3,0,0,1732.743068,1173.618669,703.9771112,0,0
2844.433498,1589,923,7.569507106,1.929594437,1,0,5,11,2,896.8172291,21,2006,1,6,2,2,2,0,1,0,1171.028541,1270.712376,698.2757588,0,0
1682.294549,846,540,5.961186957,3.845276507,4,0,10,4,1,356.2730786,21,2006,1,1,0,1,0,1,0,0,1396.169139,1280.037817,759.9766905,0,0
2589.441804,617,1972,8.708392642,4.379839672,10,2,2,8,1,252.5464306,21,2006,1,9,0,0,0,4,0,0,1458.126832,1489.538122,1585.937002,0,0
1840.894111,866,1194,5.61487861,3.663000652,3,0,8,4,2,377.8285744,21,2006,1,1,2,1,0,4,1,0,1303.298778,1411.206047,606.2815004,0,0
1170.366104,1742,1081,6.968926133,2.03335795,9,2,3,10,2,766.6755558,21,2006,1,4,1,1,0,2,1,1,1321.422106,958.482566,417.3125369,0,0
1717.36856,856,965,11.21860945,3.425648115,9,2,10,8,2,200.0219962,21,2006,1,4,0,0,0,4,1,1,1694.722065,1737.477104,708.9683401,0,0
1075.717148,1553,1514,9.578007371,4.538930011,2,2,9,12,0,824.5561787,21,2006,0,5,0,2,0,1,0,0,1414.827635,1397.191351,449.3939021,0,1
2186.115527,1032,844,12.67713928,3.500475102,10,2,2,6,2,1600.849173,21,2006,1,7,2,2,2,0,1,0,1053.178796,1552.984014,685.6018821,0,0
1882.680054,508,505,6.695948825,3.616448671,11,1,10,12,1,1378.769284,21,2006,1,7,2,1,0,4,0,0,1605.574347,873.5392794,542.8737517,0,0
1237.664827,1707,752,5.683232983,1.807544465,11,0,7,2,0,630.73068,21,2006,1,10,2,1,0,3,1,0,1859.356885,1274.205923,1540.768489,0,0
2729.827605,1135,1566,14.87715972,3.007399336,10,1,7,4,0,1431.524975,21,2006,1,5,2,1,1,3,0,1,594.8674355,931.6523392,1211.241277,0,0
2915.827345,941,582,7.99129008,2.815930004,4,0,10,12,0,1134.428707,21,2006,1,5,0,2,2,2,0,1,1908.745018,1110.724637,1001.51438,0,0
2532.527454,1528,1100,13.33347997,1.042647468,10,0,7,8,1,309.7689525,21,2006,1,8,0,1,0,1,0,1,1680.324322,1074.974611,408.6421248,0,0
2915.970232,1683,1729,12.91662886,3.888393219,8,1,9,1,0,1592.309071,21,2006,1,8,2,2,2,0,0,0,1642.816372,1460.961687,1338.481555,0,0
2195.633856,1518,1421,8.045310729,1.077759826,12,0,7,4,0,1867.918622,21,2006,1,4,1,0,1,4,1,0,547.4431309,621.0791854,1484.716406,0,0
2846.561539,732,1756,7.208495186,3.709769454,6,2,4,4,1,488.9603245,21,2006,1,8,0,1,0,3,0,0,668.723193,831.4197639,684.8149846,0,0
1833.06,1361,1378,5.976703459,1.877368006,11,0,5,8,0,368.6208083,21,2006,0,9,1,0,1,2,0,0,1197.340253,1608.069635,1702.728805,0,1
2065.885133,1132,1734,13.67041436,1.53772097,11,1,9,3,1,1376.885419,21,2006,1,6,0,0,0,1,0,0,1662.730127,692.1654183,1422.836727,0,0
1190.258586,1343,1549,7.744941333,1.054871365,4,0,8,12,1,1599.4554,21,2006,1,8,2,1,1,4,0,1,1360.773786,638.7417242,1661.795765,0,0
1069.519583,1763,999,6.715654534,4.925252612,1,1,11,11,0,1728.584185,21,2006,1,1,1,1,0,3,1,0,913.673365,585.7804966,709.5120238,0,0
2017.788734,1687,1122,11.44780779,1.543384904,8,1,12,4,0,1595.271646,21,2006,1,1,1,1,2,0,1,0,1494.680741,525.6343575,694.8150861,0,0
2976.024894,1104,1602,8.592368945,3.769699378,12,2,12,3,1,762.3026647,21,2006,1,2,0,2,2,1,0,0,527.2847647,1272.358324,884.4055403,0,0
1040.530875,1720,1379,10.21368402,2.26888623,5,2,9,7,2,1975.24394,21,2006,1,1,0,1,0,3,1,0,985.7352567,1628.186414,400.0486395,0,0
1798.080649,1161,1433,8.304824409,3.836457898,8,2,9,5,1,879.0974435,21,2006,1,1,2,1,0,1,0,1,544.4518091,1457.853636,1282.76776,0,0
1851.678734,1480,1668,9.567552442,2.938036011,12,0,7,4,0,422.2864614,21,2006,0,2,0,1,2,2,1,1,608.7860022,1667.998643,1232.316569,0,1
2372.972465,636,1831,10.98078689,1.237575773,8,1,7,11,0,1776.933982,21,2006,1,1,2,1,1,1,1,1,1900.17127,1097.2873,590.2431462,0,0
1283.193329,1531,1901,12.94501497,4.796099894,1,0,10,3,1,1811.997995,21,2006,1,9,2,0,1,2,1,0,1837.511207,1120.15197,824.7330274,0,0
1698.654568,1075,654,11.98121794,1.612035929,5,0,11,8,2,706.7235506,21,2006,1,10,2,0,0,1,1,0,622.492428,1626.570135,1095.146335,0,0
2371.912486,1159,1323,11.4805508,4.689089824,7,1,8,1,2,197.177519,21,2006,1,7,2,2,2,0,0,0,1781.833272,1787.218051,1401.00583,0,0
2607.367722,1002,1790,7.17689402,1.791171569,2,2,7,12,1,405.751084,21,2006,1,4,0,2,2,0,0,0,1949.229953,917.9387213,1742.737544,0,0
1138.559263,1663,971,12.57944013,2.430798809,9,2,8,11,0,1921.661327,21,2006,1,2,2,2,2,1,0,0,841.9408182,511.6111702,1345.260694,0,0
1640.187865,1125,1342,13.7130936,2.306271807,8,0,2,10,1,234.65782,21,2006,1,7,2,1,0,2,0,1,928.998872,1008.504475,1153.621139,0,0
1133.916949,548,1211,5.45645467,2.710977044,4,1,9,9,0,1376.914568,21,2006,0,10,1,2,2,0,0,0,1631.238956,1528.684931,1480.59638,0,1
2730.868114,967,1199,5.942644823,2.451524865,3,0,4,7,1,1666.55689,21,2006,1,10,0,1,1,3,0,1,752.0600171,468.1602173,1094.182735,0,0
1650.392518,1048,1586,10.39704039,2.132449111,11,1,12,8,1,1445.451827,21,2006,1,1,2,1,2,4,0,1,779.1890128,441.2273154,1584.715813,0,0
2467.133548,1638,1163,10.17156813,4.147672012,10,0,8,8,2,1691.583284,21,2006,1,2,0,0,1,3,0,1,951.8361143,1478.718371,843.5285624,0,0
1875.157889,1602,603,7.391451929,3.715916889,1,2,5,5,2,392.6195157,21,2006,1,2,2,1,0,1,1,0,725.4201404,1500.049686,1257.278541,0,0
2153.786079,1037,1248,8.235339716,1.684591724,7,0,2,8,1,1805.087294,21,2006,1,6,2,2,2,2,1,1,873.7846735,1170.834646,435.326137,0,0
2921.90875,1634,1452,6.403177943,2.089618908,2,0,7,12,1,920.2176961,21,2006,1,4,2,1,1,0,0,1,516.3703304,1308.061362,1189.20186,0,0
1016.838511,1634,861,7.879427006,3.248748139,9,2,11,7,0,1427.190752,21,2006,1,6,2,2,0,2,0,1,696.5173164,813.5426613,1245.811617,0,0
1947.986467,1907,1211,13.25331706,2.607027913,3,0,3,3,2,983.4259406,21,2006,1,2,1,1,1,2,1,1,725.9462743,845.9046548,1290.789882,0,0
1380.343031,1161,792,9.843649428,3.47547088,1,0,4,4,1,1952.458448,21,2006,1,5,0,0,2,4,0,0,1561.185097,1370.613287,974.7941421,0,0
1869.635834,872,649,9.75052088,3.312526284,4,1,3,9,0,1887.133302,21,2006,1,10,0,2,1,1,0,0,844.8340295,722.9028033,1686.693405,0,0
1905.362165,1024,1893,10.36391886,1.671461079,8,0,7,11,2,306.0965564,21,2006,1,1,1,1,1,3,0,1,849.5797528,571.3073526,1667.947655,0,0
2163.443153,1360,1176,14.32899245,1.019566057,6,1,8,1,0,664.6040103,21,2006,1,1,1,2,2,2,0,1,955.8137909,932.3291832,708.3852013,0,0
2598.428204,765,1393,14.80817013,1.043585214,6,0,7,4,2,645.923942,21,2006,1,8,2,2,0,2,0,0,709.9806874,1023.861636,1408.915247,0,0
2321.832281,1934,560,7.746163829,3.452625594,8,1,2,4,2,1208.393591,21,2006,1,1,1,1,2,4,1,0,751.07979,1064.534382,1507.615753,0,0
1586.985584,1965,806,11.4865727,2.291658229,3,2,9,12,1,344.2379264,21,2006,1,2,0,2,2,1,0,1,1959.211892,698.2892421,661.5526049,0,0
2006.84896,1979,917,5.444943313,2.518133768,8,2,2,11,2,974.9375573,21,2006,1,3,1,1,0,3,1,0,810.8484908,1030.129661,1512.015918,0,0
1283.599824,1088,1704,14.01779379,2.670116527,6,0,5,2,0,740.6460347,21,2006,0,6,0,1,1,4,1,1,1068.396696,718.2115368,1323.81679,0,1
2614.429585,1551,1343,7.514156789,2.152120471,4,1,3,11,2,1025.40597,21,2006,1,2,2,0,1,0,0,1,1849.127248,1622.13186,1581.125138,0,0
2509.02143,1043,928,12.63748038,4.408663605,12,2,9,9,0,1007.138952,21,2006,1,7,0,0,2,1,1,0,532.3425871,520.3819349,801.3828217,0,0
2620.856767,1891,1833,9.934252502,3.110460321,3,2,1,12,0,760.9938045,21,2006,1,5,1,1,2,0,1,1,1027.442584,625.1501961,856.509425,0,0
1536.705389,692,1961,13.08170288,4.045399313,8,1,7,5,0,852.2556289,21,2006,1,1,1,1,2,4,0,1,1270.878616,1381.110339,1750.197406,0,0
2164.179976,1536,2000,10.432779,2.522357429,6,0,10,12,0,212.9161107,21,2006,0,3,1,0,2,2,1,0,935.5267102,728.6135145,940.7152453,0,1
1923.646142,1384,1144,11.90751859,1.569307526,11,2,12,2,1,1562.035465,21,2006,1,2,1,2,2,1,1,1,1560.50691,1063.410301,957.5175697,0,0
2661.716766,1915,766,9.680699714,2.903790267,10,1,7,5,2,757.917521,21,2006,1,3,2,2,0,2,0,1,1336.094874,818.5734546,822.4609375,0,0
2942.24704,1671,1753,12.1897701,1.100692583,4,0,5,12,1,1537.433625,21,2006,1,9,0,2,2,0,1,1,617.1865546,840.2628343,1653.150862,0,0
1736.476724,1538,1109,5.715726605,3.204035097,10,0,10,4,1,1517.458467,21,2006,1,4,1,0,0,4,1,1,803.6710943,1118.169613,477.4832139,0,0
2311.429622,1972,1819,12.92989173,2.378103683,9,1,11,9,0,460.760296,21,2006,1,6,2,0,2,0,1,0,1851.693624,867.8719049,1426.89896,0,0
2455.306237,1624,975,14.28159116,2.419073459,11,0,12,4,1,1734.9818,21,2006,1,10,2,0,2,1,0,1,982.1300321,789.4019113,1016.660171,0,0
1302.27202,724,1878,11.31917228,2.414415266,3,1,2,6,2,693.4141905,21,2006,1,7,1,2,1,3,0,0,1657.463226,432.7925245,1740.278919,0,0
1695.779971,1625,870,9.603552986,4.177432439,4,0,12,8,1,1136.870711,21,2006,1,2,1,0,0,2,0,1,1871.774916,826.2815727,1383.464711,0,0
1060.137397,695,520,6.913603896,2.003469093,3,2,6,11,2,1907.085936,21,2006,1,10,2,1,0,0,1,1,1300.248014,550.8073923,1117.037406,0,0
2069.118129,1939,1199,13.30448353,4.132504175,8,0,7,10,2,1477.514666,21,2006,1,1,2,0,0,0,1,1,1937.161823,692.6295171,507.1583351,0,0
1278.27139,1146,551,13.03715121,4.990064534,1,0,8,5,0,628.0274911,21,2006,1,7,0,1,1,4,1,1,1293.075628,606.7774069,474.1313891,0,0
1821.924061,1809,783,12.56722207,1.638000589,6,2,3,8,2,1658.313338,21,2006,1,4,2,0,1,0,1,0,594.1359766,988.9314057,589.9169103,0,0
2956.401711,1896,1171,12.8475618,2.276385047,2,0,7,10,2,1453.328116,21,2006,1,1,1,1,1,4,1,0,1262.684529,714.8822571,885.7619718,0,0
